ID,Region,GenderNow,Age,Marital,Degree,Employed,Income,Polviews,Pres16,DeathPenalty,Courts,Attend,Postlife,Happy,Satfin,Energy
1293,Northeast,Woman,60,Married,High school,Yes,"[50000, 74999]",Moderate,Clinton,Oppose,Not harsh enough,Occasionally,Yes,Pretty happy,More or less,Too little
1294,Northeast,Man,61,Divorced,High school,Yes,"[0, 24999]",Slightly liberal,Clinton,Favor,Not harsh enough,Never,No,Not too happy,More or less,About right
1295,Northeast,Woman,69,Widowed,Less than high school,Yes,"[0, 24999]",NA,NA,Favor,Not harsh enough,Never,No,Pretty happy,Satisfied,Don't know
1296,Northeast,Not applicable,41,Never married,High school,No,Not applicable,NA,NA,Favor,Too harsh,Never,Yes,Not too happy,More or less,Too little
1297,Northeast,Man,64,Never married,Junior college,No,Not applicable,Moderate,Clinton,Oppose,About right,Never,Don't know,Pretty happy,More or less,Too little
1298,Northeast,Woman,63,Widowed,High school,No,Not applicable,Moderate,Clinton,Oppose,Too harsh,Occasionally,Yes,Pretty happy,More or less,Too little
1299,Northeast,Man,22,Never married,Less than high school,Yes,Not applicable,Conservative,Clinton,Favor,Not harsh enough,Never,Yes,Pretty happy,More or less,Too little
1300,Northeast,Woman,33,Separated,Less than high school,No,NA,Conservative,NA,Favor,Too harsh,Never,Yes,Not too happy,More or less,Too little
1301,Northeast,Man,56,Never married,Bachelor,Yes,"[75000, 129999]",Slightly liberal,Clinton,Oppose,About right,Weekly,Yes,Pretty happy,Satisfied,Too little
1302,Northeast,Not applicable,30,Married,Junior college,No,"[50000, 74999]",Liberal,Clinton,Favor,About right,Occasionally,No,Not too happy,Satisfied,Too little
1303,Northeast,Woman,89,Widowed,Junior college,No,Not applicable,Slghtly conservative,Clinton,Oppose,Not harsh enough,Occasionally,Don't know,Pretty happy,NA,About right
1304,Northeast,Woman,61,Divorced,Bachelor,Yes,"[75000, 129999]",Moderate,Clinton,Favor,Not harsh enough,Occasionally,Yes,Very happy,More or less,About right
1305,Northeast,Man,55,Divorced,High school,Yes,"[50000, 74999]",Moderate,NA,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,More or less,Too little
1306,Northeast,Not applicable,67,Never married,Graduate,No,Not applicable,Liberal,Clinton,Favor,Not harsh enough,Occasionally,Yes,Very happy,More or less,Too little
1307,Northeast,Woman,61,Married,High school,No,Not applicable,Moderate,Trump,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,Satisfied,About right
1308,Northeast,Man,69,Widowed,High school,No,Not applicable,Moderate,Trump,Oppose,Not harsh enough,Occasionally,Yes,Very happy,More or less,Too little
1309,Northeast,Man,30,Never married,Bachelor,Yes,Not applicable,Extremely liberal,Clinton,Oppose,Not harsh enough,Never,Don't know,Not too happy,More or less,Too little
1310,Northeast,Man,70,Married,High school,No,Not applicable,Conservative,Trump,Favor,Not harsh enough,Never,Yes,Pretty happy,Not at all,Too little
1311,Northeast,Not applicable,41,Divorced,High school,Yes,"[25000, 49999]",Extremely liberal,NA,Oppose,Too harsh,Monthly,No,Pretty happy,Not at all,Too little
1312,Northeast,Not applicable,67,Never married,Less than high school,Yes,"[0, 24999]",Extrmly conservative,NA,Favor,Too harsh,Weekly,Yes,Pretty happy,More or less,About right
1313,Northeast,Not applicable,62,Divorced,High school,No,Not applicable,Moderate,Trump,Favor,Not harsh enough,Weekly,Don't know,Not too happy,More or less,About right
1314,Northeast,Not applicable,36,Divorced,High school,Yes,"[25000, 49999]",Moderate,Clinton,Oppose,Too harsh,Monthly,Yes,Pretty happy,Not at all,About right
1315,Northeast,Woman,51,Married,Junior college,Yes,"[50000, 74999]",Moderate,Trump,Oppose,Not harsh enough,Monthly,Yes,Pretty happy,More or less,About right
1316,Northeast,Not applicable,65,Married,Bachelor,Yes,"[25000, 49999]",Slghtly conservative,Trump,Oppose,Not harsh enough,Monthly,Yes,Pretty happy,More or less,Too little
1317,Northeast,Man,63,Divorced,High school,Yes,"[0, 24999]",Moderate,Clinton,Favor,Not harsh enough,Monthly,Yes,Very happy,More or less,Too little
1318,Northeast,Man,23,Never married,Bachelor,Yes,Not applicable,Moderate,Trump,Favor,Not harsh enough,Occasionally,Yes,Very happy,Satisfied,About right
1319,Northeast,Woman,89,Widowed,High school,No,Not applicable,Slightly liberal,Clinton,Favor,Not harsh enough,Weekly,Yes,Very happy,Satisfied,Too much
1320,Northeast,Not applicable,47,Married,Junior college,No,"[0, 24999]",Moderate,Trump,Favor,Not harsh enough,Weekly,Yes,Pretty happy,Not at all,Too little
1321,Northeast,Woman,75,Widowed,High school,No,Not applicable,Conservative,Trump,Favor,Not harsh enough,Weekly,Yes,Pretty happy,Satisfied,About right
1322,Northeast,Man,24,Married,High school,Yes,"[50000, 74999]",Conservative,Trump,Favor,Not harsh enough,Never,Yes,Very happy,More or less,Too little
1323,Northeast,Not applicable,42,Married,High school,Yes,"[75000, 129999]",Conservative,Trump,Favor,Not harsh enough,Never,Yes,Pretty happy,Satisfied,Too little
1324,South,Not applicable,29,Never married,High school,No,Not applicable,NA,NA,Favor,Too harsh,Occasionally,Yes,Very happy,Not at all,Don't know
1325,South,Woman,26,Never married,Junior college,Yes,"[0, 24999]",Moderate,Other,Favor,Not harsh enough,Monthly,Yes,Pretty happy,More or less,Too little
1326,South,Not applicable,89,Widowed,Less than high school,No,Not applicable,Slghtly conservative,NA,NA,Too harsh,Never,Yes,Pretty happy,Not at all,Too much
1327,South,Not applicable,76,Married,High school,No,Not applicable,Moderate,Clinton,Oppose,Not harsh enough,Weekly,Yes,Pretty happy,More or less,About right
1328,South,Woman,36,Married,High school,Yes,"[25000, 49999]",Extremely liberal,Trump,Favor,Not harsh enough,Never,Yes,Pretty happy,More or less,Too little
1329,South,Not applicable,77,Married,High school,No,Not applicable,Slghtly conservative,Trump,Favor,Not harsh enough,Weekly,Yes,Very happy,Satisfied,Too little
1330,South,Man,32,Married,High school,Yes,"[50000, 74999]",Conservative,Trump,Favor,Not harsh enough,Never,No,Pretty happy,Satisfied,About right
1331,South,Not applicable,72,Divorced,High school,No,Not applicable,Moderate,NA,Favor,About right,Never,No,Pretty happy,Satisfied,Don't know
1332,South,Woman,39,Married,Bachelor,Yes,"[0, 24999]",Extremely liberal,NA,Oppose,About right,Never,No,Very happy,More or less,About right
1333,South,Not applicable,71,Married,High school,No,Not applicable,Conservative,Trump,Favor,Not harsh enough,Weekly,Yes,Pretty happy,More or less,About right
1334,South,Man,31,Divorced,Graduate,Yes,"[50000, 74999]",Extrmly conservative,Trump,Favor,Not harsh enough,Never,Yes,Pretty happy,Satisfied,About right
1335,South,Man,69,Married,Graduate,No,Not applicable,Slightly liberal,Clinton,Oppose,Too harsh,Monthly,Yes,Pretty happy,Satisfied,Too little
1336,South,Man,35,Married,Less than high school,Yes,"[0, 24999]",NA,NA,Favor,About right,Weekly,No,Very happy,Satisfied,Too much
1337,South,Man,80,Married,Graduate,No,Not applicable,Slghtly conservative,Trump,Favor,Not harsh enough,Weekly,No,Pretty happy,More or less,About right
1338,South,Not applicable,49,Divorced,Bachelor,Yes,"[75000, 129999]",Moderate,Clinton,Favor,Not harsh enough,Occasionally,Yes,Very happy,More or less,Too little
1339,South,Man,42,Married,High school,Yes,"[25000, 49999]",Moderate,Clinton,Favor,Not harsh enough,Never,Yes,Pretty happy,More or less,Too little
1340,South,Not applicable,36,Married,Less than high school,No,Not applicable,Conservative,NA,Oppose,Too harsh,Occasionally,Don't know,Very happy,More or less,About right
1341,South,Man,71,Married,High school,No,Not applicable,NA,NA,Oppose,Not harsh enough,Occasionally,Yes,Pretty happy,More or less,Too little
1342,South,Man,64,Never married,Less than high school,No,Not applicable,Conservative,NA,Favor,Not harsh enough,Never,Yes,Pretty happy,Not at all,Too little
1343,South,Not applicable,57,Divorced,Junior college,Yes,"[0, 24999]",Slightly liberal,Trump,Favor,Not harsh enough,Never,Don't know,Pretty happy,More or less,About right
1344,South,Woman,24,Married,High school,No,"[0, 24999]",Slghtly conservative,NA,Favor,Not harsh enough,Never,Yes,Very happy,More or less,About right
1345,South,Not applicable,47,Divorced,High school,Yes,Not applicable,Slightly liberal,NA,Favor,Not harsh enough,Weekly,Yes,Very happy,Satisfied,About right
1346,South,Man,23,Never married,High school,Yes,"[25000, 49999]",Slightly liberal,Trump,Favor,Not harsh enough,Never,Yes,Pretty happy,More or less,About right
1347,South,Not applicable,46,Divorced,Junior college,Yes,"[75000, 129999]",Moderate,NA,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,Satisfied,Too little
1348,South,Man,57,Divorced,Less than high school,Yes,Not applicable,Extremely liberal,NA,Oppose,Too harsh,Weekly,Yes,Very happy,Satisfied,About right
1349,South,Woman,50,Married,Graduate,No,"[25000, 49999]",Moderate,Clinton,Favor,About right,Occasionally,Yes,Pretty happy,Not at all,Too little
1350,South,Woman,34,Never married,High school,Yes,"[25000, 49999]",Slightly liberal,NA,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,Not at all,Too little
1351,South,Man,20,Never married,High school,No,Not applicable,Moderate,NA,Oppose,About right,Weekly,Yes,Pretty happy,Satisfied,About right
1352,South,Not applicable,49,Married,High school,Yes,"[50000, 74999]",Moderate,Trump,NA,Not harsh enough,Weekly,Yes,Very happy,More or less,About right
1353,South,Woman,30,Never married,High school,No,"[50000, 74999]",Liberal,Clinton,Favor,About right,Occasionally,Don't know,Pretty happy,Not at all,Too little
1354,South,Not applicable,29,Married,High school,Yes,"[25000, 49999]",Moderate,NA,Favor,Not harsh enough,Weekly,Yes,Pretty happy,Not at all,About right
1355,South,Woman,61,Divorced,High school,Yes,"[25000, 49999]",NA,NA,Favor,Don't know,Never,Yes,Very happy,Not at all,Don't know
1356,South,Not applicable,29,Never married,Graduate,No,Not applicable,Moderate,NA,NA,Too harsh,Never,No,Pretty happy,More or less,Too little
1357,South,Man,21,Never married,High school,No,Not applicable,Extremely liberal,Clinton,Favor,Don't know,Never,No,Pretty happy,Satisfied,Too little
1358,South,Man,24,Never married,High school,No,"[25000, 49999]",Slghtly conservative,NA,Favor,Not harsh enough,Never,Yes,Pretty happy,More or less,Too little
1359,South,Not applicable,34,Married,Graduate,No,Not applicable,Liberal,Clinton,Favor,Too harsh,Weekly,Yes,Very happy,Satisfied,Too little
1360,South,Woman,25,Never married,High school,Yes,"[0, 24999]",Slightly liberal,Clinton,Favor,Don't know,Never,Don't know,Pretty happy,Not at all,Too little
1361,South,Not applicable,21,Never married,High school,No,Not applicable,Slghtly conservative,NA,Favor,About right,Occasionally,Yes,Not too happy,More or less,About right
1362,South,Man,22,Never married,High school,No,Not applicable,Slghtly conservative,NA,Favor,Don't know,Occasionally,Don't know,Pretty happy,Satisfied,About right
1363,South,Not applicable,38,Never married,High school,Yes,"[0, 24999]",Extremely liberal,NA,Favor,Not harsh enough,Never,No,Not too happy,Not at all,Too little
1364,South,Man,70,Married,High school,No,"[0, 24999]",Moderate,NA,Favor,About right,Occasionally,Yes,Pretty happy,More or less,Too little
1365,South,Woman,33,Married,High school,No,Not applicable,Moderate,NA,Favor,About right,Never,Yes,Pretty happy,More or less,Too little
1366,South,Not applicable,75,Married,Less than high school,No,Not applicable,Moderate,Clinton,Favor,Not harsh enough,Never,Yes,Very happy,Satisfied,Too little
1367,South,Man,56,Married,High school,No,"[0, 24999]",Slghtly conservative,Trump,Favor,Not harsh enough,Never,Yes,Pretty happy,Not at all,About right
1368,South,Man,68,Married,Bachelor,No,Not applicable,Liberal,Clinton,Oppose,Don't know,Weekly,Yes,Pretty happy,Satisfied,Too little
1369,South,Not applicable,39,Married,High school,Yes,Not applicable,Moderate,NA,Favor,About right,Never,Don't know,Pretty happy,Not at all,Too little
1370,South,Woman,54,Married,High school,Yes,"[0, 24999]",Conservative,Trump,Favor,Not harsh enough,Weekly,Yes,Pretty happy,More or less,Too much
1371,South,Man,60,Married,High school,Yes,"[75000, 129999]",Slghtly conservative,NA,Favor,Not harsh enough,Never,No,Not too happy,Satisfied,Too much
1372,South,Not applicable,60,Married,High school,Yes,"[50000, 74999]",Extrmly conservative,Trump,Favor,Not harsh enough,Weekly,Yes,Pretty happy,More or less,Too little
1373,South,Man,36,Married,Graduate,Yes,Not applicable,Slghtly conservative,Trump,Favor,Don't know,Never,Yes,Pretty happy,More or less,Too much
1374,South,Not applicable,31,Married,High school,Yes,"[25000, 49999]",Slghtly conservative,Trump,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,More or less,Don't know
1375,South,Not applicable,41,Married,Bachelor,Yes,"[50000, 74999]",Moderate,Clinton,NA,NA,Monthly,Don't know,Pretty happy,More or less,Don't know
1376,South,Woman,29,Divorced,High school,Yes,"[25000, 49999]",Moderate,Trump,Favor,Not harsh enough,Weekly,Yes,Pretty happy,Satisfied,Too little
1377,South,Woman,38,Married,Bachelor,Yes,"[0, 24999]",Conservative,Trump,Favor,Not harsh enough,Never,Yes,Very happy,Satisfied,About right
1378,South,Not applicable,42,Divorced,High school,Yes,"[25000, 49999]",Moderate,Trump,Favor,Not harsh enough,Monthly,No,Pretty happy,More or less,Too little
1379,South,Not applicable,69,Divorced,High school,No,Not applicable,Slghtly conservative,Clinton,Favor,Not harsh enough,Monthly,Yes,Pretty happy,Satisfied,About right
1380,South,Not applicable,29,Married,Graduate,Yes,"[25000, 49999]",Moderate,Clinton,NA,Not harsh enough,Weekly,Yes,Very happy,More or less,About right
1381,South,Woman,33,Married,Less than high school,No,Not applicable,Liberal,NA,Favor,Too harsh,Weekly,No,Pretty happy,More or less,About right
1382,South,Not applicable,27,Married,High school,Yes,"[50000, 74999]",Moderate,NA,Favor,Don't know,Never,No,Very happy,Satisfied,Too little
1383,South,Man,42,Married,Junior college,Yes,"[0, 24999]",Moderate,Trump,Favor,Not harsh enough,Occasionally,Yes,Not too happy,Not at all,Too little
1384,South,Man,57,Married,Bachelor,Yes,"[75000, 129999]",Conservative,Trump,Oppose,Not harsh enough,Weekly,No,Very happy,Satisfied,Too little
1385,South,Woman,41,Divorced,Bachelor,Yes,Not applicable,Extremely liberal,Clinton,Oppose,Not harsh enough,Occasionally,Yes,Pretty happy,More or less,Too little
1386,South,Woman,70,Divorced,Bachelor,No,Not applicable,Slightly liberal,Clinton,NA,Don't know,Monthly,Yes,Very happy,Satisfied,Too little
1387,South,Not applicable,31,Married,Less than high school,Yes,"[0, 24999]",Conservative,Trump,Favor,Don't know,Never,No,Pretty happy,More or less,Too much
1388,South,Woman,68,Married,Junior college,No,"[0, 24999]",Extrmly conservative,Trump,Favor,Don't know,Weekly,Yes,Very happy,More or less,About right
1389,South,Not applicable,38,Married,Graduate,Yes,"[25000, 49999]",Moderate,Clinton,Oppose,About right,Weekly,Yes,Pretty happy,More or less,Don't know
1390,South,Not applicable,57,Never married,High school,No,Not applicable,Moderate,Clinton,Favor,Not harsh enough,Weekly,Yes,Very happy,More or less,Too little
1391,South,Man,38,Married,Junior college,Yes,"[50000, 74999]",Moderate,NA,Favor,Don't know,Occasionally,Yes,Pretty happy,More or less,Too little
1392,South,Not applicable,30,Never married,Graduate,Yes,"[0, 24999]",Conservative,Trump,Favor,Not harsh enough,Monthly,Yes,Pretty happy,Satisfied,Too little
1393,South,Not applicable,68,Married,Less than high school,Yes,"[0, 24999]",Moderate,Trump,Favor,Not harsh enough,Weekly,Yes,Pretty happy,Satisfied,Too much
1394,South,Not applicable,75,Divorced,High school,No,Not applicable,Extrmly conservative,Trump,Favor,Not harsh enough,Never,Yes,Pretty happy,Not at all,Too little
1395,South,Not applicable,82,Married,High school,Yes,NA,Slghtly conservative,Trump,Favor,Not harsh enough,Never,Yes,Pretty happy,Satisfied,Too little
1396,South,Man,71,Married,Junior college,No,Not applicable,Moderate,Clinton,Favor,Don't know,Occasionally,Yes,Pretty happy,More or less,About right
1397,South,Not applicable,44,Married,High school,Yes,"[25000, 49999]",Moderate,NA,Favor,Not harsh enough,Never,Yes,Pretty happy,More or less,Too much
1398,South,Not applicable,82,Widowed,High school,No,Not applicable,Moderate,Clinton,Favor,Not harsh enough,Weekly,No,Pretty happy,Not at all,About right
1399,South,Not applicable,69,Married,High school,No,Not applicable,NA,Clinton,Oppose,Not harsh enough,Never,Yes,Very happy,More or less,Too little
1400,South,Man,40,Never married,Bachelor,Yes,"[25000, 49999]",Moderate,Clinton,Favor,Not harsh enough,Never,Yes,Pretty happy,Not at all,Too little
1401,South,Not applicable,61,Widowed,Less than high school,Yes,"[25000, 49999]",Liberal,Clinton,NA,Not harsh enough,Weekly,Don't know,Pretty happy,More or less,Don't know
1402,South,Not applicable,70,Married,High school,No,Not applicable,Conservative,NA,Favor,Not harsh enough,Never,Don't know,Very happy,More or less,About right
1403,South,Not applicable,57,Married,High school,Yes,"[0, 24999]",Moderate,Trump,Favor,Too harsh,Weekly,Yes,Very happy,Satisfied,Too little
1404,South,Woman,37,Never married,Bachelor,Yes,"[50000, 74999]",Liberal,NA,Oppose,Don't know,Never,Don't know,Not too happy,Not at all,Too little
1405,South,Man,64,Married,Bachelor,No,Not applicable,Extremely liberal,Clinton,Oppose,Not harsh enough,Weekly,Yes,Pretty happy,Not at all,About right
1406,South,Not applicable,74,Widowed,Graduate,No,Not applicable,Slightly liberal,Clinton,NA,Don't know,Weekly,Yes,Pretty happy,More or less,Don't know
1407,South,Woman,71,Separated,High school,No,NA,Moderate,Clinton,NA,Don't know,NA,Yes,Pretty happy,More or less,Too little
1408,South,Man,22,Never married,High school,No,"[0, 24999]",Extrmly conservative,NA,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,More or less,Too little
1409,South,Not applicable,26,Never married,Less than high school,No,"[0, 24999]",Slightly liberal,NA,Oppose,Not harsh enough,Weekly,No,Not too happy,Not at all,Too little
1410,South,Not applicable,52,Married,High school,Yes,"[25000, 49999]",Moderate,Trump,Favor,Not harsh enough,Occasionally,No,Pretty happy,Not at all,About right
1411,South,Not applicable,84,Widowed,High school,No,Not applicable,Conservative,Clinton,Oppose,Don't know,Weekly,Yes,Pretty happy,Satisfied,Too little
1412,South,Not applicable,22,Never married,Less than high school,No,NA,Moderate,NA,Favor,Not harsh enough,Never,Yes,Pretty happy,Not at all,Too little
1413,South,Not applicable,28,Never married,High school,Yes,"[0, 24999]",Moderate,NA,Oppose,Too harsh,Never,Yes,Pretty happy,Satisfied,About right
1414,South,Not applicable,60,Divorced,High school,Yes,"[25000, 49999]",Moderate,Trump,Favor,Not harsh enough,Never,Yes,Pretty happy,Not at all,Too little
1415,South,Woman,31,Never married,High school,Yes,"[0, 24999]",Moderate,Clinton,Oppose,Too harsh,Monthly,Yes,Not too happy,Not at all,About right
1416,South,Not applicable,45,Divorced,High school,Yes,"[25000, 49999]",Moderate,Clinton,Oppose,About right,Never,No,Not too happy,Not at all,Too little
1417,South,Man,49,Married,High school,Yes,"[25000, 49999]",Liberal,Clinton,Favor,Not harsh enough,Monthly,Yes,Very happy,More or less,Too little
1418,South,Not applicable,32,Never married,Less than high school,Yes,Not applicable,Moderate,NA,Favor,Not harsh enough,Never,No,Pretty happy,Satisfied,About right
1419,South,Woman,43,Divorced,Less than high school,Yes,"[0, 24999]",Moderate,Clinton,Favor,Not harsh enough,Never,Yes,Not too happy,Not at all,Too little
1420,South,Not applicable,45,Divorced,High school,Yes,"[25000, 49999]",Moderate,Clinton,Favor,Not harsh enough,Monthly,Yes,Pretty happy,Satisfied,Too little
1421,South,Not applicable,65,Married,High school,No,Not applicable,Liberal,Clinton,Oppose,About right,Weekly,Don't know,Very happy,Satisfied,Too little
1422,South,Woman,32,Never married,High school,Yes,Not applicable,Liberal,NA,Favor,Too harsh,Occasionally,Yes,Pretty happy,More or less,Too little
1423,South,Woman,23,Never married,Less than high school,No,"[0, 24999]",Liberal,Other,Favor,Not harsh enough,Never,Yes,Pretty happy,Satisfied,Too little
1424,South,Not applicable,52,Married,Graduate,Yes,"[50000, 74999]",Conservative,Trump,Favor,Not harsh enough,Weekly,Yes,Pretty happy,More or less,Too little
1425,South,Woman,58,Married,Bachelor,Yes,"[50000, 74999]",Liberal,Clinton,Oppose,Not harsh enough,Monthly,No,Pretty happy,More or less,Too little
1426,South,Woman,21,Never married,High school,Yes,"[0, 24999]",Moderate,NA,Favor,Not harsh enough,Monthly,Yes,Pretty happy,More or less,Too little
1427,South,Woman,77,Widowed,Bachelor,No,"[0, 24999]",Moderate,Clinton,Oppose,Not harsh enough,Never,Yes,Pretty happy,Satisfied,Too little
1428,South,Not applicable,86,Married,Less than high school,No,Not applicable,Extrmly conservative,Trump,Favor,Not harsh enough,Weekly,Yes,Very happy,Satisfied,Too little
1429,South,Woman,52,Divorced,Junior college,Yes,"[25000, 49999]",Moderate,Clinton,Oppose,Not harsh enough,Monthly,No,Pretty happy,More or less,About right
1430,South,Not applicable,66,Divorced,Bachelor,No,Not applicable,Moderate,Trump,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,More or less,Too little
1431,South,Not applicable,72,Widowed,High school,No,Not applicable,Slghtly conservative,NA,NA,About right,Monthly,Yes,Pretty happy,Not at all,Too little
1432,South,Not applicable,47,Divorced,High school,Yes,"[25000, 49999]",Conservative,NA,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,Not at all,Too little
1433,South,Man,58,Never married,Bachelor,Yes,"[75000, 129999]",Conservative,Trump,Favor,About right,Occasionally,Yes,Pretty happy,More or less,About right
1434,South,Not applicable,35,Divorced,Graduate,Yes,"[50000, 74999]",Liberal,NA,Favor,About right,Never,Yes,Pretty happy,More or less,Too little
1435,South,Woman,50,Separated,Junior college,Yes,"[25000, 49999]",Moderate,Clinton,Oppose,Too harsh,Occasionally,Yes,Very happy,Not at all,Too little
1436,South,Woman,84,Widowed,Graduate,No,Not applicable,Extrmly conservative,Trump,Favor,Not harsh enough,Weekly,Yes,Very happy,Satisfied,Don't know
1437,South,Man,22,Never married,High school,No,Not applicable,Slightly liberal,Clinton,Oppose,Too harsh,Occasionally,Yes,Not too happy,Satisfied,Too much
1438,South,Woman,29,Never married,Bachelor,Yes,"[25000, 49999]",Slightly liberal,Clinton,Favor,Not harsh enough,Weekly,Yes,Very happy,Satisfied,Too little
1439,South,Not applicable,26,Separated,High school,Yes,"[0, 24999]",Extrmly conservative,NA,Oppose,Don't know,Occasionally,No,Very happy,Satisfied,About right
1440,South,Woman,24,Married,Bachelor,Yes,Not applicable,Slightly liberal,NA,NA,Too harsh,Occasionally,Don't know,Very happy,Satisfied,Too little
1441,South,Not applicable,NA,Married,High school,Yes,"[0, 24999]",Moderate,NA,Oppose,Don't know,Monthly,Don't know,Pretty happy,More or less,About right
1442,South,Man,38,Married,Junior college,No,Not applicable,Moderate,Trump,Favor,Not harsh enough,Occasionally,Yes,Very happy,More or less,Too little
1443,South,Man,31,Never married,Bachelor,Yes,"[25000, 49999]",Slightly liberal,Clinton,Favor,About right,Monthly,Yes,Pretty happy,More or less,Too little
1444,South,Not applicable,31,Never married,Bachelor,No,Not applicable,Extremely liberal,Other,NA,Too harsh,Never,Yes,Pretty happy,Not at all,Too little
1445,South,Woman,30,Never married,Bachelor,No,"[0, 24999]",Liberal,NA,Oppose,Too harsh,Never,No,Not too happy,More or less,Too little
1446,South,Man,46,Married,Graduate,Yes,$130000 +,Extremely liberal,Trump,Favor,Too harsh,Occasionally,Yes,Pretty happy,Satisfied,Too much
1447,South,Man,49,Never married,Bachelor,Yes,"[0, 24999]",Moderate,Clinton,Oppose,Too harsh,Weekly,No,Not too happy,Not at all,Too little
1448,South,Not applicable,29,Married,High school,Yes,"[0, 24999]",Moderate,NA,Favor,Too harsh,Never,Yes,Pretty happy,More or less,About right
1449,South,Not applicable,45,Divorced,High school,No,Not applicable,Liberal,NA,Favor,Too harsh,Never,Yes,Pretty happy,Not at all,Too little
1450,South,Man,67,Divorced,High school,No,Not applicable,Slghtly conservative,Clinton,Favor,Not harsh enough,Weekly,Yes,Not too happy,Not at all,Too much
1451,South,Woman,34,Married,High school,Yes,"[50000, 74999]",Moderate,Trump,Favor,Not harsh enough,Weekly,Yes,Very happy,More or less,Don't know
1452,South,Man,82,Widowed,High school,No,Not applicable,Moderate,Clinton,Favor,Not harsh enough,Weekly,Yes,Pretty happy,Satisfied,Too little
1453,South,Man,44,Married,High school,Yes,"[50000, 74999]",Moderate,Trump,Favor,Not harsh enough,Weekly,Yes,Very happy,More or less,About right
1454,South,Woman,48,Married,Graduate,No,"[25000, 49999]",Moderate,Clinton,Favor,Not harsh enough,Monthly,Yes,Pretty happy,Not at all,Too much
1455,South,Woman,24,Never married,Less than high school,No,"[0, 24999]",Conservative,NA,Oppose,Too harsh,Occasionally,Yes,Not too happy,More or less,Too little
1456,South,Not applicable,56,Married,High school,No,Not applicable,Conservative,Trump,Favor,Not harsh enough,Never,No,Very happy,NA,About right
1457,South,Not applicable,65,Married,High school,Yes,"[0, 24999]",Conservative,Trump,Favor,Not harsh enough,Monthly,Yes,Pretty happy,Not at all,Too much
1458,South,Woman,48,Never married,High school,Yes,"[75000, 129999]",Moderate,NA,NA,Don't know,Monthly,Yes,Not too happy,More or less,Don't know
1459,South,Not applicable,27,Never married,High school,No,Not applicable,Moderate,Clinton,Oppose,Not harsh enough,Monthly,Yes,Not too happy,Not at all,Don't know
1460,South,Not applicable,55,Married,Graduate,Yes,"[75000, 129999]",Slightly liberal,Clinton,Oppose,Too harsh,Monthly,Yes,Pretty happy,More or less,Too little
1461,South,Man,25,Married,High school,No,Not applicable,Moderate,Clinton,NA,Too harsh,Never,No,Very happy,Satisfied,Too little
1462,South,Woman,55,Divorced,High school,Yes,"[0, 24999]",Conservative,Clinton,Oppose,Not harsh enough,Never,Yes,Not too happy,More or less,Too little
1463,South,Woman,71,Separated,High school,No,Not applicable,Moderate,NA,Oppose,Not harsh enough,Occasionally,No,Pretty happy,More or less,Too little
1464,South,Man,26,Never married,High school,Yes,"[0, 24999]",Extrmly conservative,NA,Favor,Not harsh enough,Monthly,Yes,Pretty happy,More or less,Too little
1465,South,Woman,59,Married,High school,Yes,"[0, 24999]",Conservative,Trump,NA,Don't know,Weekly,Yes,Very happy,Not at all,Too little
1466,South,Woman,56,Divorced,High school,Yes,"[50000, 74999]",Moderate,Clinton,Oppose,Don't know,Never,No,Pretty happy,More or less,About right
1467,South,Woman,58,Divorced,Graduate,No,Not applicable,Moderate,NA,Oppose,Don't know,Never,Yes,Not too happy,Not at all,About right
1468,South,Not applicable,27,Never married,Junior college,Yes,"[25000, 49999]",Moderate,NA,Oppose,Too harsh,Never,No,Pretty happy,More or less,About right
1469,South,Woman,69,Married,High school,Yes,"[75000, 129999]",Extremely liberal,NA,NA,Not harsh enough,Never,No,Very happy,Satisfied,About right
1470,South,Woman,30,Never married,High school,Yes,"[0, 24999]",Slghtly conservative,NA,NA,Too harsh,Monthly,Yes,Pretty happy,Satisfied,About right
1471,South,Woman,71,Widowed,Bachelor,Yes,"[50000, 74999]",Conservative,Trump,Oppose,Too harsh,Occasionally,Yes,Very happy,Satisfied,Too little
1472,South,Not applicable,53,Married,Less than high school,Yes,"[25000, 49999]",Moderate,NA,Oppose,Don't know,Weekly,Yes,Not too happy,More or less,About right
1473,South,Not applicable,NA,Divorced,Junior college,Yes,"[25000, 49999]",Slightly liberal,Clinton,Favor,Not harsh enough,Occasionally,Yes,Not too happy,Not at all,Too much
1474,South,Not applicable,34,Married,Less than high school,Yes,Not applicable,Moderate,Clinton,Oppose,Too harsh,Monthly,Yes,Pretty happy,More or less,Don't know
1475,South,Woman,37,Divorced,Less than high school,Yes,"[0, 24999]",Conservative,NA,Favor,Not harsh enough,Never,Yes,Not too happy,Not at all,Too little
1476,South,Woman,29,Married,Junior college,Yes,Not applicable,Moderate,Clinton,Favor,Too harsh,Occasionally,Yes,Pretty happy,Not at all,Too much
