variable,mid,low,high,value,count
SPARCS,4.155,4.03,4.28,137,1
SPARCS,4.155,4.03,4.28,,0
SPARCS,4.4,4.28,4.52,0,6
SPARCS,4.4,4.28,4.52,40,1
SPARCS,4.4,4.28,4.52,47,2
SPARCS,4.4,4.28,4.52,48,1
SPARCS,4.4,4.28,4.52,50,2
SPARCS,4.4,4.28,4.52,51,1
SPARCS,4.4,4.28,4.52,57,1
SPARCS,4.4,4.28,4.52,60,1
SPARCS,4.4,4.28,4.52,64,1
SPARCS,4.4,4.28,4.52,67,1
SPARCS,4.4,4.28,4.52,68,1
SPARCS,4.4,4.28,4.52,75,1
SPARCS,4.4,4.28,4.52,78,1
SPARCS,4.4,4.28,4.52,89,1
SPARCS,4.4,4.28,4.52,91,1
SPARCS,4.4,4.28,4.52,93,1
SPARCS,4.4,4.28,4.52,94,1
SPARCS,4.4,4.28,4.52,99,1
SPARCS,4.4,4.28,4.52,105,1
SPARCS,4.4,4.28,4.52,110,1
SPARCS,4.4,4.28,4.52,111,1
SPARCS,4.4,4.28,4.52,112,1
SPARCS,4.4,4.28,4.52,115,1
SPARCS,4.4,4.28,4.52,116,1
SPARCS,4.4,4.28,4.52,117,1
SPARCS,4.4,4.28,4.52,118,1
SPARCS,4.4,4.28,4.52,119,1
SPARCS,4.4,4.28,4.52,123,1
SPARCS,4.4,4.28,4.52,,0
SPARCS,4.645,4.52,4.77,0,5
SPARCS,4.645,4.52,4.77,3,1
SPARCS,4.645,4.52,4.77,9,1
SPARCS,4.645,4.52,4.77,27,1
SPARCS,4.645,4.52,4.77,42,1
SPARCS,4.645,4.52,4.77,49,1
SPARCS,4.645,4.52,4.77,55,1
SPARCS,4.645,4.52,4.77,61,1
SPARCS,4.645,4.52,4.77,65,1
SPARCS,4.645,4.52,4.77,68,1
SPARCS,4.645,4.52,4.77,76,1
SPARCS,4.645,4.52,4.77,83,1
SPARCS,4.645,4.52,4.77,86,1
SPARCS,4.645,4.52,4.77,98,1
SPARCS,4.645,4.52,4.77,100,1
SPARCS,4.645,4.52,4.77,102,1
SPARCS,4.645,4.52,4.77,103,1
SPARCS,4.645,4.52,4.77,104,1
SPARCS,4.645,4.52,4.77,109,1
SPARCS,4.645,4.52,4.77,110,1
SPARCS,4.645,4.52,4.77,117,1
SPARCS,4.645,4.52,4.77,118,1
SPARCS,4.645,4.52,4.77,121,1
SPARCS,4.645,4.52,4.77,122,1
SPARCS,4.645,4.52,4.77,,0
SPARCS,4.895,4.77,5.02,0,5
SPARCS,4.895,4.77,5.02,1,1
SPARCS,4.895,4.77,5.02,5,1
SPARCS,4.895,4.77,5.02,41,1
SPARCS,4.895,4.77,5.02,48,1
SPARCS,4.895,4.77,5.02,49,1
SPARCS,4.895,4.77,5.02,52,1
SPARCS,4.895,4.77,5.02,61,2
SPARCS,4.895,4.77,5.02,62,1
SPARCS,4.895,4.77,5.02,73,1
SPARCS,4.895,4.77,5.02,74,1
SPARCS,4.895,4.77,5.02,90,1
SPARCS,4.895,4.77,5.02,95,1
SPARCS,4.895,4.77,5.02,103,1
SPARCS,4.895,4.77,5.02,108,1
SPARCS,4.895,4.77,5.02,110,1
SPARCS,4.895,4.77,5.02,115,1
SPARCS,4.895,4.77,5.02,118,1
SPARCS,4.895,4.77,5.02,126,1
SPARCS,4.895,4.77,5.02,137,1
SPARCS,4.895,4.77,5.02,150,1
SPARCS,4.895,4.77,5.02,,0
SPARCS,5.185,5.02,5.35,0,4
SPARCS,5.185,5.02,5.35,15,1
SPARCS,5.185,5.02,5.35,32,1
SPARCS,5.185,5.02,5.35,40,1
SPARCS,5.185,5.02,5.35,42,1
SPARCS,5.185,5.02,5.35,43,1
SPARCS,5.185,5.02,5.35,44,1
SPARCS,5.185,5.02,5.35,46,1
SPARCS,5.185,5.02,5.35,48,1
SPARCS,5.185,5.02,5.35,51,3
SPARCS,5.185,5.02,5.35,54,1
SPARCS,5.185,5.02,5.35,55,2
SPARCS,5.185,5.02,5.35,59,1
SPARCS,5.185,5.02,5.35,60,1
SPARCS,5.185,5.02,5.35,65,1
SPARCS,5.185,5.02,5.35,72,1
SPARCS,5.185,5.02,5.35,87,1
SPARCS,5.185,5.02,5.35,108,1
SPARCS,5.185,5.02,5.35,115,1
SPARCS,5.185,5.02,5.35,116,1
SPARCS,5.185,5.02,5.35,125,1
SPARCS,5.185,5.02,5.35,140,1
SPARCS,5.185,5.02,5.35,147,1
SPARCS,5.185,5.02,5.35,,0
SPARCS,5.475,5.35,5.6,0,6
SPARCS,5.475,5.35,5.6,36,1
SPARCS,5.475,5.35,5.6,44,1
SPARCS,5.475,5.35,5.6,47,2
SPARCS,5.475,5.35,5.6,52,1
SPARCS,5.475,5.35,5.6,56,1
SPARCS,5.475,5.35,5.6,57,1
SPARCS,5.475,5.35,5.6,58,1
SPARCS,5.475,5.35,5.6,60,2
SPARCS,5.475,5.35,5.6,66,1
SPARCS,5.475,5.35,5.6,67,1
SPARCS,5.475,5.35,5.6,78,1
SPARCS,5.475,5.35,5.6,101,1
SPARCS,5.475,5.35,5.6,103,2
SPARCS,5.475,5.35,5.6,106,1
SPARCS,5.475,5.35,5.6,111,1
SPARCS,5.475,5.35,5.6,119,1
SPARCS,5.475,5.35,5.6,121,2
SPARCS,5.475,5.35,5.6,,0
SPARCS,5.77,5.6,5.94,0,4
SPARCS,5.77,5.6,5.94,1,1
SPARCS,5.77,5.6,5.94,2,1
SPARCS,5.77,5.6,5.94,35,1
SPARCS,5.77,5.6,5.94,41,1
SPARCS,5.77,5.6,5.94,50,1
SPARCS,5.77,5.6,5.94,51,1
SPARCS,5.77,5.6,5.94,52,1
SPARCS,5.77,5.6,5.94,53,1
SPARCS,5.77,5.6,5.94,55,2
SPARCS,5.77,5.6,5.94,57,1
SPARCS,5.77,5.6,5.94,64,1
SPARCS,5.77,5.6,5.94,69,1
SPARCS,5.77,5.6,5.94,71,1
SPARCS,5.77,5.6,5.94,78,2
SPARCS,5.77,5.6,5.94,89,1
SPARCS,5.77,5.6,5.94,97,1
SPARCS,5.77,5.6,5.94,104,1
SPARCS,5.77,5.6,5.94,107,1
SPARCS,5.77,5.6,5.94,109,1
SPARCS,5.77,5.6,5.94,121,1
SPARCS,5.77,5.6,5.94,130,1
SPARCS,5.77,5.6,5.94,132,1
SPARCS,5.77,5.6,5.94,,0
SPARCS,6.085,5.94,6.23,0,2
SPARCS,6.085,5.94,6.23,1,1
SPARCS,6.085,5.94,6.23,3,1
SPARCS,6.085,5.94,6.23,8,2
SPARCS,6.085,5.94,6.23,13,1
SPARCS,6.085,5.94,6.23,42,1
SPARCS,6.085,5.94,6.23,47,1
SPARCS,6.085,5.94,6.23,49,1
SPARCS,6.085,5.94,6.23,50,2
SPARCS,6.085,5.94,6.23,53,1
SPARCS,6.085,5.94,6.23,54,2
SPARCS,6.085,5.94,6.23,55,1
SPARCS,6.085,5.94,6.23,56,1
SPARCS,6.085,5.94,6.23,59,1
SPARCS,6.085,5.94,6.23,108,2
SPARCS,6.085,5.94,6.23,111,2
SPARCS,6.085,5.94,6.23,115,1
SPARCS,6.085,5.94,6.23,119,1
SPARCS,6.085,5.94,6.23,,0
SPARCS,6.395,6.23,6.56,0,5
SPARCS,6.395,6.23,6.56,5,1
SPARCS,6.395,6.23,6.56,29,1
SPARCS,6.395,6.23,6.56,50,1
SPARCS,6.395,6.23,6.56,51,1
SPARCS,6.395,6.23,6.56,54,1
SPARCS,6.395,6.23,6.56,56,1
SPARCS,6.395,6.23,6.56,60,1
SPARCS,6.395,6.23,6.56,64,1
SPARCS,6.395,6.23,6.56,69,1
SPARCS,6.395,6.23,6.56,79,1
SPARCS,6.395,6.23,6.56,86,1
SPARCS,6.395,6.23,6.56,87,1
SPARCS,6.395,6.23,6.56,92,1
SPARCS,6.395,6.23,6.56,96,1
SPARCS,6.395,6.23,6.56,100,1
SPARCS,6.395,6.23,6.56,101,1
SPARCS,6.395,6.23,6.56,109,1
SPARCS,6.395,6.23,6.56,111,1
SPARCS,6.395,6.23,6.56,121,2
SPARCS,6.395,6.23,6.56,124,1
SPARCS,6.395,6.23,6.56,125,1
SPARCS,6.395,6.23,6.56,126,1
SPARCS,6.395,6.23,6.56,128,1
SPARCS,6.395,6.23,6.56,129,1
SPARCS,6.395,6.23,6.56,130,1
SPARCS,6.395,6.23,6.56,137,1
SPARCS,6.395,6.23,6.56,,0
SPARCS,6.755,6.56,6.95,0,4
SPARCS,6.755,6.56,6.95,55,2
SPARCS,6.755,6.56,6.95,60,1
SPARCS,6.755,6.56,6.95,65,1
SPARCS,6.755,6.56,6.95,66,1
SPARCS,6.755,6.56,6.95,82,1
SPARCS,6.755,6.56,6.95,92,1
SPARCS,6.755,6.56,6.95,94,1
SPARCS,6.755,6.56,6.95,95,1
SPARCS,6.755,6.56,6.95,97,2
SPARCS,6.755,6.56,6.95,100,1
SPARCS,6.755,6.56,6.95,105,1
SPARCS,6.755,6.56,6.95,110,1
SPARCS,6.755,6.56,6.95,115,1
SPARCS,6.755,6.56,6.95,116,1
SPARCS,6.755,6.56,6.95,117,1
SPARCS,6.755,6.56,6.95,119,1
SPARCS,6.755,6.56,6.95,134,1
SPARCS,6.755,6.56,6.95,,0
SPARCS,7.185,6.95,7.42,0,1
SPARCS,7.185,6.95,7.42,1,1
SPARCS,7.185,6.95,7.42,19,1
SPARCS,7.185,6.95,7.42,38,1
SPARCS,7.185,6.95,7.42,51,1
SPARCS,7.185,6.95,7.42,55,1
SPARCS,7.185,6.95,7.42,57,2
SPARCS,7.185,6.95,7.42,58,1
SPARCS,7.185,6.95,7.42,62,1
SPARCS,7.185,6.95,7.42,66,1
SPARCS,7.185,6.95,7.42,71,1
SPARCS,7.185,6.95,7.42,84,1
SPARCS,7.185,6.95,7.42,104,1
SPARCS,7.185,6.95,7.42,109,1
SPARCS,7.185,6.95,7.42,119,1
SPARCS,7.185,6.95,7.42,127,1
SPARCS,7.185,6.95,7.42,140,1
SPARCS,7.185,6.95,7.42,,0
SPARCS,7.61,7.42,7.8,0,2
SPARCS,7.61,7.42,7.8,10,1
SPARCS,7.61,7.42,7.8,43,1
SPARCS,7.61,7.42,7.8,52,2
SPARCS,7.61,7.42,7.8,57,1
SPARCS,7.61,7.42,7.8,65,1
SPARCS,7.61,7.42,7.8,79,1
SPARCS,7.61,7.42,7.8,95,1
SPARCS,7.61,7.42,7.8,96,2
SPARCS,7.61,7.42,7.8,106,1
SPARCS,7.61,7.42,7.8,108,1
SPARCS,7.61,7.42,7.8,112,1
SPARCS,7.61,7.42,7.8,124,1
SPARCS,7.61,7.42,7.8,,0
SPARCS,8.04,7.8,8.28,0,4
SPARCS,8.04,7.8,8.28,11,1
SPARCS,8.04,7.8,8.28,41,1
SPARCS,8.04,7.8,8.28,55,1
SPARCS,8.04,7.8,8.28,56,1
SPARCS,8.04,7.8,8.28,62,2
SPARCS,8.04,7.8,8.28,66,1
SPARCS,8.04,7.8,8.28,93,1
SPARCS,8.04,7.8,8.28,98,1
SPARCS,8.04,7.8,8.28,104,1
SPARCS,8.04,7.8,8.28,109,1
SPARCS,8.04,7.8,8.28,110,1
SPARCS,8.04,7.8,8.28,115,1
SPARCS,8.04,7.8,8.28,116,1
SPARCS,8.04,7.8,8.28,124,2
SPARCS,8.04,7.8,8.28,139,1
SPARCS,8.04,7.8,8.28,,0
SPARCS,8.64,8.28,9,0,4
SPARCS,8.64,8.28,9,1,1
SPARCS,8.64,8.28,9,4,1
SPARCS,8.64,8.28,9,30,1
SPARCS,8.64,8.28,9,43,1
SPARCS,8.64,8.28,9,46,1
SPARCS,8.64,8.28,9,50,1
SPARCS,8.64,8.28,9,56,1
SPARCS,8.64,8.28,9,57,2
SPARCS,8.64,8.28,9,83,1
SPARCS,8.64,8.28,9,89,2
SPARCS,8.64,8.28,9,113,1
SPARCS,8.64,8.28,9,115,1
SPARCS,8.64,8.28,9,119,1
SPARCS,8.64,8.28,9,,0
SPARCS,9.55,9,10.1,0,3
SPARCS,9.55,9,10.1,43,1
SPARCS,9.55,9,10.1,45,2
SPARCS,9.55,9,10.1,47,2
SPARCS,9.55,9,10.1,57,1
SPARCS,9.55,9,10.1,99,1
SPARCS,9.55,9,10.1,105,1
SPARCS,9.55,9,10.1,119,1
SPARCS,9.55,9,10.1,122,1
SPARCS,9.55,9,10.1,131,1
SPARCS,9.55,9,10.1,,0
SPARCS,10.95,10.1,11.8,0,4
SPARCS,10.95,10.1,11.8,49,1
SPARCS,10.95,10.1,11.8,50,2
SPARCS,10.95,10.1,11.8,54,1
SPARCS,10.95,10.1,11.8,59,1
SPARCS,10.95,10.1,11.8,72,1
SPARCS,10.95,10.1,11.8,87,1
SPARCS,10.95,10.1,11.8,93,1
SPARCS,10.95,10.1,11.8,107,1
SPARCS,10.95,10.1,11.8,109,1
SPARCS,10.95,10.1,11.8,,0
SPARCS,30.65,11.8,49.5,0,1
SPARCS,30.65,11.8,49.5,59,1
SPARCS,30.65,11.8,49.5,70,1
SPARCS,30.65,11.8,49.5,79,1
SPARCS,30.65,11.8,49.5,112,2
SPARCS,30.65,11.8,49.5,117,1
SPARCS,30.65,11.8,49.5,126,1
SPARCS,30.65,11.8,49.5,159,1
SPARCS,30.65,11.8,49.5,,0
SPARCS,,,,10,1
SPARCS,,,,17,1
SPARCS,,,,18,1
SPARCS,,,,19,1
SPARCS,,,,23,3
SPARCS,,,,24,1
SPARCS,,,,26,1
SPARCS,,,,27,1
SPARCS,,,,33,1
SPARCS,,,,34,1
SPARCS,,,,43,1
SPARCS,,,,46,2
SPARCS,,,,47,1
SPARCS,,,,52,1
SPARCS,,,,55,2
SPARCS,,,,56,1
SPARCS,,,,59,1
SPARCS,,,,60,1
SPARCS,,,,61,1
SPARCS,,,,62,2
SPARCS,,,,74,1
SPARCS,,,,75,1
SPARCS,,,,91,1
SPARCS,,,,95,1
SPARCS,,,,105,1
SPARCS,,,,141,1
SPARCS,,,,,0
